Geographic;City;share_white;share_black;share_native_american;share_asian;share_hispanic
FL;Lake Lindsey CDP;97.2;0;2.8;0;7
OH;Lake Lorelei CDP;96.2;0.3;0.1;0.8;1
FL;Lake Lorraine CDP;78.8;9;0.5;3.8;7.9
WI;Lake Lorraine CDP;96.6;0.3;0;0.9;4.3
CA;Lake Los Angeles CDP;55.7;11.3;1.4;0.9;53.6
MO;Lake Lotawana city;96.8;0.4;0.3;0.5;1.8
AK;Lake Louise CDP;97.8;0;2.2;0;4.3
NC;Lake Lure town;96.3;1.6;0.2;0.6;1.6
NY;Lake Luzerne CDP;97.7;0.2;0.2;0.7;1.5
FL;Lake Mack-Forest Hills CDP;95;0.6;0.5;0.2;4.8
SD;Lake Madison CDP;98.8;0.6;0;0;0.3
FL;Lake Magdalene CDP;82.8;7.7;0.3;2.8;21.1
WA;Lake Marcel-Stillwater CDP;93.8;0.2;0.8;0.9;6
FL;Lake Mary city;84.5;5;0.3;6;10.2
FL;Lake Mary Jane CDP;93;2.3;0.6;1.5;10.7
MT;Lake Mary Ronan CDP;95.4;0;0;0;0
CA;Lake Mathews CDP;72;4.3;1;3.3;30.7
WA;Lake McMurray CDP;87.5;0;0;4.7;10.9
PA;Lake Meade CDP;98.3;0.2;0.1;0.4;1.8
TX;Lake Medina Shores CDP;88.9;0.4;1.8;0.2;22.3
TX;Lake Meredith Estates CDP;92.9;0.2;0.5;0.2;8.7
MI;Lake Michigan Beach CDP;92.7;1.4;0.7;0.5;4.3
IA;Lake Mills city;96.7;0.3;0;1;3.6
WI;Lake Mills city;96.1;0.7;0.2;0.5;3.8
AK;Lake Minchumina CDP;61.5;0;15.4;0;0
NJ;Lake Mohawk CDP;95.9;0.6;0.1;1.5;4.8
OH;Lake Mohawk CDP;98.5;0.4;0;0;0.5
NY;Lake Mohegan CDP;82.2;6.6;0.3;4.4;16.2
AZ;Lake Montezuma CDP;86.6;0.5;3;0.5;16.3
VA;Lake Monticello CDP;89.3;6.4;0.2;0.9;3.2
WA;Lake Morton-Berrydale CDP;87.9;1.6;0.9;3;5.6
SC;Lake Murray of Richland CDP;96.1;1.3;0.2;1.1;1.7
MO;Lake Mykee Town village;96.9;0.6;0;0.9;1.4
FL;Lake Mystic CDP;91.4;3.8;3.8;0;2.6
CA;Lake Nacimiento CDP;89.3;0.5;1.8;1;10.6
WI;Lake Nebagamon village;95.9;0.4;0.3;0.9;0.7
SD;Lake Norden city;93.1;0;0.4;0;7.3
NC;Lake Norman of Catawba CDP;95;2.5;0.2;0.7;2
MI;Lake Odessa village;91.4;0.1;0.4;0.8;10.3
CA;Lake of the Pines CDP;93.7;0.1;0.5;1.7;6.3
AZ;Lake of the Woods CDP;86.1;0.6;2.4;0.7;19.6
CA;Lake of the Woods CDP;89.4;0.3;2;1.2;13.4
IL;Lake of the Woods CDP;94.9;0.9;0.1;0.4;2.7
VA;Lake of the Woods CDP;89.7;5.2;0.3;1.1;3.5
MI;Lake Orion village;94.2;1.6;0.2;1.1;3.5
OR;Lake Oswego city;89.3;0.7;0.4;5.6;3.7
MO;Lake Ozark city;96.5;0.2;0.7;0.8;1.2
FL;Lake Panasoffkee CDP;95.3;1.5;0.3;0.8;2.3
IA;Lake Panorama CDP;98.5;0;0.2;0.3;1.6
GA;Lake Park city;78.6;14.2;0.3;0.7;5.7
IA;Lake Park city;98.6;0;0;0;1
MN;Lake Park city;96.3;0.1;1.9;0.3;0.8
FL;Lake Park town;37.4;55;0.2;2.4;8
NC;Lake Park village;86.8;7;0.5;1.9;5.2
IL;Lake Petersburg CDP;98.3;0.7;0.4;0.1;1.1
FL;Lake Placid town;69.6;7.1;0.4;1.2;46.1
NY;Lake Placid village;95.8;0.9;0.3;1.8;1.3
CT;Lake Pocotopaug CDP;96.2;0.6;0;1.5;2.1
SD;Lake Poinsett CDP;98.8;0;0.2;0.6;0.4
SD;Lake Preston city;98.3;0;0.3;0.2;1.2
LA;Lake Providence town;16.8;80.9;0.2;1;1.3
KS;Lake Quivira city;96.4;0.6;0.7;0.8;1.8
VA;Lake Ridge CDP;62.1;20.2;0.6;6.7;15.4
WI;Lake Ripley CDP;97.2;0.6;0.2;0.6;1.7
CA;Lake Riverside CDP;88.8;1.8;1.4;0.2;15.9
NM;Lake Roberts CDP;98.1;0;0;0;9.4
NM;Lake Roberts Heights CDP;96.9;0;3.1;0;0
WA;Lake Roesiger CDP;97.2;0.6;0.2;0.2;2.6
NY;Lake Ronkonkoma CDP;89.2;2.4;0.2;4.5;10
NC;Lake Royale CDP;82.1;14.5;0.7;0.5;2.3
CA;Lake San Marcos CDP;89.7;0.8;0.5;3;10.5
IN;Lake Santee CDP;97.1;1.2;0.1;0.1;1.5
NC;Lake Santeetlah town;91.1;0;2.2;0;8.9
FL;Lake Sarasota CDP;91.5;2.5;0.1;1.5;9.7
SC;Lake Secession CDP;95.7;2.5;0.4;0.1;0.4
OH;Lake Seneca CDP;99.4;0;0;0;1.7
WI;Lake Shangrila CDP;95.1;2.2;0.1;0.1;4.8
CA;Lake Sherwood CDP;89.6;0.3;0.1;6.6;3.4
WI;Lake Sherwood CDP;97.3;0;0.8;1.3;0.3
MD;Lake Shore CDP;92.1;3.7;0.3;1.3;2.2
UT;Lake Shore CDP;95.2;0.4;0;0.6;3.3
WA;Lake Shore CDP;90.5;0.8;0.7;2.8;4.5
MN;Lake Shore city;99;0.3;0.1;0.1;0.9
MN;Lake St. Croix Beach city;95.2;0.2;0.3;1;2.7
MO;Lake St. Louis city;92.2;3.8;0.3;2.1;2.1
IN;Lake Station city;79.7;3.6;0.5;0.3;28
WA;Lake Stevens city;85.1;1.7;0.9;3.6;8.6
WA;Lake Stickney CDP;59;5.4;1.1;23.5;13.3
NY;Lake Success village;67.2;3.4;0.1;27;2.8
IL;Lake Summerset CDP;96.1;1;0.2;0.4;3.5
NM;Lake Sumner CDP;93.7;0;1.4;0.7;25.2
TX;Lake Tanglewood village;98.4;0.1;0.1;0.4;2.5
TN;Lake Tansi CDP;98.1;0.3;0.4;0.1;1.1
MO;Lake Tapawingo city;96.2;0.7;0.5;0.5;1.8
WA;Lake Tapps CDP;92;0.7;0.6;2.1;4.5
MO;Lake Tekakwitha village;97.2;0;0;1.2;0.4
NJ;Lake Telemark CDP;93.8;1.7;0.1;1.8;4.2
OH;Lake Tomahawk CDP;97.9;0.2;0.4;0;0.8
WI;Lake Tomahawk CDP;94.7;0;1.3;0;0.4
MS;Lake town;46.9;50.3;0;0.6;1.2
NM;Lake Valley CDP;12.5;0;73.4;9.4;3.1
MI;Lake Victoria CDP;96.3;0.3;0.4;0.9;2.2
TX;Lake View CDP;87.9;0;1;0;38.7
AR;Lake View city;5.4;93.2;0;0;0.9
IA;Lake View city;99.3;0.3;0;0;0.1
AL;Lake View town;93.9;4.2;0.1;0.7;0.6
SC;Lake View town;65.2;33;0.5;0.1;1.5
MO;Lake Viking CDP;98.3;0;0.6;0;1.2
IL;Lake Villa village;86.2;3.9;0.2;5;8.2
IN;Lake Village CDP;96.9;0.8;0.5;0.4;2.6
AR;Lake Village city;36.1;60.5;0.1;0.8;2.8
NC;Lake Waccamaw town;80.9;13.4;3.9;0.1;1.2
FL;Lake Wales city;65;27.5;0.5;0.8;15.6
MO;Lake Waukomis city;95.6;0;0;1.3;3.3
OH;Lake Waynoka CDP;98.6;0.7;0;0;0.8
WI;Lake Wazeecha CDP;98.2;0.2;0.8;0.5;0.5
VA;Lake Wilderness CDP;83.9;8.9;0.3;1;6.5
CA;Lake Wildwood CDP;94.7;0.3;0.9;1.1;5.4
MN;Lake Wilson city;99.6;0;0;0.4;2
MO;Lake Winnebago city;97.7;0.2;0.1;0.2;1.6
PA;Lake Winola CDP;97.7;0.7;0.3;0.1;2.3
WI;Lake Wisconsin CDP;97.8;0.2;0.3;0.5;1.1
WI;Lake Wissota CDP;97.9;0.1;0.4;0.6;0.9
FL;Lake Worth city;60;19.8;5.6;1;39.6
TX;Lake Worth city;84.1;1.5;1.7;0.7;26
SC;Lake Wylie CDP;88.7;7.1;0.3;1.4;3.9
PA;Lake Wynonah CDP;97.3;0.9;0;0.5;1.9
IL;Lake Zurich village;86.7;1;0.1;7.4;7.7
MN;Lakefield city;98;0.8;0;0.1;2.2
CA;Lakehead CDP;91.3;0;2.8;0.4;2.4
TX;Lakehills CDP;93.6;0.7;0.5;0.3;17.6
NJ;Lakehurst borough;77.2;10.8;0.6;2.1;13.1
NY;Lakeland CDP;97.7;0.4;0.3;0.3;1.3
FL;Lakeland city;70.8;20.9;0.3;1.8;12.6
GA;Lakeland city;53.4;41.3;0.1;1.4;3.9
MN;Lakeland city;97.2;0.3;0.2;1.1;1.2
TN;Lakeland city;83.3;9.4;0.2;4.4;3.4
FL;Lakeland Highlands CDP;91.6;3.4;0.2;2.1;7.9
WA;Lakeland North CDP;68.3;5.7;0.8;12.9;11.1
MN;Lakeland Shores city;99;0;0;0.3;1.3
WA;Lakeland South CDP;76.7;4.2;1;9.4;6.9
CA;Lakeland Village CDP;67.3;2.5;1.1;1.5;44.3
OH;Lakeline village;97.8;0.9;0;0;0.9
PA;Lakemont CDP;97.9;0.8;0.1;0.9;0.5
IL;Lakemoor village;87.6;2;0.3;3.3;13.1
OH;Lakemore village;95.4;2;0.2;0.7;1.1
CA;Lakeport city;82.7;1;3.1;2.1;16.8
TX;Lakeport city;37.1;53.2;0.4;1;13.9
NV;Lakeridge CDP;97;0.3;0;1.9;3
AK;Lakes CDP;85;0.9;5.2;0.9;4.2
IN;Lakes of the Four Seasons CDP;93.4;1.2;0.2;1;8.5
MI;Lakes of the North CDP;97.9;0.3;0.5;0.2;1.6
MO;Lakeshire city;93.7;2.9;0.2;0.5;3.3
LA;Lakeshore CDP;71.6;25.6;0.2;0.8;1.6
TX;Lakeshore Gardens-Hidden Acres CDP;93.1;0;0.4;0.4;44.6
CA;Lakeside CDP;85;1.1;0.9;1.7;17.6
FL;Lakeside CDP;80.9;10;0.5;3;8.1
MT;Lakeside CDP;97;0.3;0.3;0.7;1.7
OH;Lakeside CDP;98;1;0.1;0.3;1.9
VA;Lakeside CDP;74.4;16.7;0.4;2.6;7.6
IA;Lakeside city;76.7;2.2;0.2;5.7;32
MO;Lakeside city;(X);(X);(X);(X);(X)
OR;Lakeside city;94.4;0.3;1.5;0.2;3.2
TX;Lakeside City town;96.6;0.8;0.3;0.5;3.6
KY;Lakeside Park city;95.4;1.9;0;0.4;2.9
CO;Lakeside town;100;0;0;0;0
TX;Lakeside town (San Patricio County);95.8;0.3;0;0;44.2
TX;Lakeside town (Tarrant County);91.4;1.8;0.6;0.9;8
TN;Lakesite city;96.7;0.8;0.4;0.9;1.8
IN;Laketon CDP;96;1.4;1.1;0;1.9
UT;Laketown town;96.4;0;0;0.4;1.2
CA;Lakeview CDP;53.1;0.7;2.3;0.3;64.2
GA;Lakeview CDP;94.5;1.4;0.6;1.1;1.3
LA;Lakeview CDP;70.1;26.4;1.9;0.1;4
NE;Lakeview CDP;98.4;0.9;0;0;0.6
NY;Lakeview CDP;5.8;81.4;0.7;0.8;15.2
WA;Lakeview CDP;89.9;0.4;0.7;0.2;13.8
AR;Lakeview city;98.1;0;0.3;0.5;1.5
GA;Lakeview Estates CDP;53.8;2.7;0.7;0.4;85.6
KY;Lakeview Heights city;98.4;0.5;0.5;0;0.5
WY;Lakeview North CDP;98.8;0;0;0;2.4
AL;Lakeview town;86.7;0;3.5;0;0
OR;Lakeview town;91.3;0;1.6;0.8;7.8
TX;Lakeview town;73.8;2.8;0;0;43.9
MI;Lakeview village;96.3;0.4;0.4;0.6;2.6
OH;Lakeview village;97.2;0.7;0.3;0.1;1
CT;Lakeville CDP;92.8;2.5;0.5;1.8;3
NY;Lakeville CDP;91.9;0.3;1.1;2.4;0.9
MN;Lakeville city;89.3;2.5;0.4;4.1;3.5
IN;Lakeville town;97.5;0.1;0.4;0;3.2
TX;Lakeway city;92.4;1;0.3;3.2;7.3
NJ;Lakewood CDP;85.8;4.8;0.3;0.5;17.7
SC;Lakewood CDP;61.5;34.1;0.2;0.8;3.7
WI;Lakewood CDP;95;0.3;2.5;0.3;0.6
CA;Lakewood city;56;8.7;0.7;16.4;30.1
CO;Lakewood city;82.9;1.6;1.4;3.1;22
OH;Lakewood city;87.5;6.4;0.3;1.9;4.1
TN;Lakewood city;89.2;6.9;0.5;0.3;2.4
WA;Lakewood city;59.3;11.8;1.3;9;15.3
MI;Lakewood Club village;93.5;1.9;1.7;0.2;3.4
FL;Lakewood Gardens CDP;69.4;9.4;0.5;0.2;62.3
FL;Lakewood Park CDP;84.9;9.9;0.3;1.5;6.5
TN;Lakewood Park CDP;96.2;0.3;1.5;0.2;1.9
IL;Lakewood Shores CDP;96.7;0.3;0.3;0;3.9
IL;Lakewood village;93.1;1.2;0.2;3.6;3.1
NY;Lakewood village;96.2;0.7;0.3;1.3;1.5
TX;Lakewood Village city;89.9;0.7;0.6;3.3;10.3
KS;Lakin city;87.7;0.3;0.9;0;28.9
IA;Lakota city;94.1;0;0.8;0;5.9
ND;Lakota city;96.7;0.3;1.9;0;0
PA;Lamar CDP;98.4;0;0.2;0.2;0.5
TX;Lamar CDP;93.4;0.2;0.6;1.6;11
AR;Lamar city;93.2;0.6;1.1;0.1;4.1
CO;Lamar city;78.6;0.7;1;0.4;39.7
MO;Lamar city;94.5;0.7;0.6;0.3;1.9
MO;Lamar Heights city;98.9;0;0;0;1.1
OK;Lamar town;79.1;0;16.5;0;1.3
SC;Lamar town;48.3;49.4;0.6;0.4;0.7
NE;Lamar village;100;0;0;0;0
MS;Lambert town;11;88.8;0.1;0;0.4
OK;Lambert town;100;0;0;0;0
MO;Lambert village;100;0;0;0;0
MN;Lamberton city;96.7;0;0.2;1.6;1.9
MI;Lambertville CDP;96.9;0.4;0.3;0.9;2.3
NJ;Lambertville city;91.3;1.9;0.2;1.3;9.8
IA;Lambs Grove city;95.9;0;0;0;2.9
MT;Lame Deer CDP;4.3;0.3;93.7;0.1;3.4
TX;Lamesa city;80.6;4.6;0.7;0.4;58.7
NV;Lamoille CDP;98.1;0;1;1;0
IA;Lamoni city;88.6;5.7;0.6;1.1;4.5
CA;Lamont CDP;44.2;0.9;1.5;0.5;94.5
FL;Lamont CDP;37.6;58.4;0;1.7;1.7
IA;Lamont city;98.3;0.2;0.4;0.4;0.4
OK;Lamont town;94;0;1;0;7.9
WA;Lamont town;90;1.4;0;1.4;1.4
ND;LaMoure city;98.2;0;1.2;0;0.4
TX;Lampasas city;84.7;1.5;0.7;0.7;24.6
PA;Lampeter CDP;92.9;1.5;0.1;1.4;5.9
NM;Lamy CDP;86.2;0;1.8;1.4;25.2
MO;Lanagan town;82.3;0.5;4.8;0;10.7
HI;Lanai City CDP;14;0.2;0.1;56;8.2
CA;Lanare CDP;30.7;9.7;0.8;0.3;88.1
IL;Lanark city;98;0.3;0.4;0.3;0.8
NH;Lancaster CDP;96.2;0.5;0.9;0.9;2.5
CA;Lancaster city;49.6;20.5;1;4.3;38
KS;Lancaster city;98;0.3;1;0.7;0
KY;Lancaster city;89.3;7.1;0.1;0.2;2.5
MN;Lancaster city;98.8;0;0;0.6;1.5
MO;Lancaster city;98.2;0;0;0.5;0.7
OH;Lancaster city;95.9;1;0.3;0.5;1.6
PA;Lancaster city;55.2;16.3;0.7;3;39.3
SC;Lancaster city;43;51.3;0.2;0.9;5.7
TX;Lancaster city;20.4;68.7;0.4;0.3;17
WI;Lancaster city;98.3;0.5;0.2;0.5;0.8
NY;Lancaster village;97.4;0.7;0.3;0.2;1.4
WY;Lance Creek CDP;90.7;0;0;0;2.3
FL;Land O' Lakes CDP;86.8;5;0.3;2.9;15.2
ND;Landa city;100;0;0;0;0
OH;Landen CDP;94.2;1.8;0.1;1.7;2.6
WY;Lander city;88;0.2;7.3;0.6;4.8
IN;Landess CDP;97.3;0;0;0;2.7
MN;Landfall city;69.5;2.2;3.2;3.8;25.8
PA;Landingville borough;98.1;0;0.6;0;1.3
NC;Landis town;91.9;3.2;0.5;0.5;7.8
PA;Landisburg borough;92.7;0.9;0.5;0;6
PA;Landisville CDP;93.7;1.5;0.2;2.1;4.4
AR;Landmark CDP;79.4;13.5;0.4;0.8;6.9
MD;Landover CDP;5.9;81.9;0.4;0.7;14.6
MD;Landover Hills town;22.1;43.3;1.4;1.4;40.8
SC;Landrum city;81.5;13;0.3;0.9;4.3
OK;Lane CDP;73.4;0;15.9;0;3.4
KS;Lane city;98.2;0;0;0.9;1.8
SC;Lane town;8.7;90.6;0;0;0.2
SD;Lane town;100;0;0;0;3.4
PA;Lanesboro borough;96.4;0.4;0.4;0.4;0
IA;Lanesboro city;95.9;0.8;0;0.8;3.3
MN;Lanesboro city;97.7;0.3;0.1;0;0.9
IN;Lanesville town;98.2;0.4;0;0.2;0.9
AL;Lanett city;39.3;57.5;0.2;0.1;2.4
KS;Langdon city;95.2;0;4.8;0;0
ND;Langdon city;97.2;0.2;0.7;0.2;0.8
KY;Langdon Place city;79.4;11.1;0.5;5.4;4.9
PA;Langeloth CDP;98.3;0.6;0;0.3;4.5
SD;Langford town;96.5;0;2.9;0.3;0.6
PA;Langhorne borough;87.7;8;0.1;1.5;2.3
PA;Langhorne Manor borough;92.1;4.1;0.2;1.5;3.3
SC;Langley CDP;91.9;4.8;0.3;0.3;2.6
WA;Langley city;94.1;0.1;0.6;1.6;3.2
MD;Langley Park CDP;26;16.4;2.6;2.9;76.6
OK;Langley town;69.8;0.7;21;0.9;3.7
IL;Langleyville CDP;97.7;0.5;0;0;1.9
OR;Langlois CDP;97.2;0;0.6;1.1;3.4
AL;Langston town;94.4;1.1;0;0;0
OK;Langston town;3.1;93.2;0.8;0.4;2
MD;Lanham CDP;14;65.6;0.4;3.1;22.3
ND;Lankin city;93.9;0;2;1;1
WI;Lannon village;94.8;1;0.6;0.5;4
PA;Lansdale borough;75.9;5.9;0.2;13.3;5
PA;Lansdowne borough;47.1;44.6;0.2;3.6;3.3
MD;Lansdowne CDP;67;23.9;0.2;2.1;7.7
VA;Lansdowne CDP;68.4;9.3;0.3;15.8;7.2
MI;L'Anse village;88.7;1.4;5;0.2;0.9
PA;Lansford borough;94.7;1;0.2;0.3;4.3
ND;Lansford city;96.7;1.2;0.4;0;3.7
MN;Lansing CDP;99.4;0;0;0.6;3.3
OH;Lansing CDP;96.8;0.8;0;0.3;1.4
IA;Lansing city;98.8;0.1;0.2;0.4;0.6
KS;Lansing city;80.2;13.2;0.8;2;5.1
MI;Lansing city;61.2;23.7;0.8;3.7;12.5
NC;Lansing town;94.3;1.3;0;0;0.6
IL;Lansing village;58.9;31.6;0.2;0.9;14.5
NY;Lansing village;63.2;6.5;0.4;25;4.8
TX;Lantana CDP;85.3;4.5;0.3;4.9;9.5
FL;Lantana town;69.3;22;0.4;1.5;18.6
WI;Laona CDP;96.2;0.3;1.5;0;0.9
MI;Lapeer city;88.6;7.6;0.6;0.8;3.9
IN;Lapel town;97.7;0.2;0.3;0.2;0.8
IL;LaPlace CDP;98.1;0;1.5;0;0
LA;Laplace CDP;47;47.9;0.4;1;6.1
PA;Laporte borough;98.1;0.6;0.9;0.3;0.9
CO;Laporte CDP;91.4;0.6;0.6;0.4;8.2
MN;Laporte city;87.4;0.9;4.5;0;0.9
ID;Lapwai city;16.6;0.4;78.1;0.1;4
WY;Laramie city;89.5;1.3;0.7;3.2;9.2
WA;Larch Way CDP;57.3;2.7;0.4;33.4;4.1
NY;Larchmont village;92.7;1.5;0.2;2.5;6.3
IA;Larchwood city;98.6;0;0.1;0.2;1.2
MO;Laredo city;99.5;0;0;0;0
TX;Laredo city;87.7;0.5;0.4;0.6;95.6
TX;Laredo Ranchettes CDP;100;0;0;0;100
TX;Laredo Ranchettes West CDP;(X);(X);(X);(X);(X)
MD;Largo CDP;3.5;91.6;0.3;1.8;2.6
FL;Largo city;86.3;5.6;0.3;2.7;9
ND;Larimore city;92.3;0.8;1.6;0.4;4.2
CA;Larkfield-Wikiup CDP;79.3;0.9;1.9;3.3;22.3
CA;Larkspur city;86.5;1.6;0.2;4.7;7.7
CO;Larkspur town;90.7;1.6;3.3;0.5;6.6
PA;Larksville borough;96.9;0.8;0.1;0.6;1.7
KS;Larned city;92.2;2.7;0.4;0.6;7
LA;Larose CDP;82.8;5;3.8;2.1;7.7
IA;Larrabee city;97.7;2.3;0;0;4.5
AK;Larsen Bay city;24.1;0;71.3;0;0
ND;Larson CDP;100;0;0;0;0
IN;Larwill town;98.9;0;0;0;0
CO;Las Animas city;80.2;0.7;2.8;0.9;41.5
NM;Las Cruces city;75.3;2.4;1.7;1.6;56.8
CA;Las Flores CDP (Orange County);75.2;1.5;0.4;13.1;16.5
CA;Las Flores CDP (Tehama County);67.9;0;2.7;0;38.5
TX;Las Haciendas CDP;100;0;0;0;100
CA;Las Lomas CDP;38.6;1.2;3.1;1.8;89.2
TX;Las Lomas CDP;99;0.2;0;0.1;89.6
TX;Las Lomitas CDP;77.9;0;0;0;95.1
NM;Las Maravillas CDP;79.5;1;2.3;0.6;47.8
NM;Las Nutrias CDP;92.6;0;0.7;0;70.5
TX;Las Palmas CDP;89.6;0;0;1.5;67.2
TX;Las Palmas II CDP;89.6;0.2;1.3;0.2;95
NM;Las Palomas CDP;91.3;0;4.6;0;26.6
TX;Las Pilas CDP;89.3;0;0;0;100
TX;Las Quintas Fronterizas CDP;95.3;0.2;0.2;0.2;98.7
NV;Las Vegas city;62.1;11.1;0.7;6.1;31.5
NM;Las Vegas city;64.9;1.9;2.1;0.9;80.5
IL;LaSalle city;89.2;1.7;0.3;0.9;14.2
TX;Lasana CDP;90.5;0;0;0;82.1
TX;Lasara CDP;80.8;0.7;0.2;0;95
WV;Lashmeet CDP;99.4;0.6;0;0;0.2
NC;Lasker town;76.2;14.8;0;3.3;3.3
MN;Lastrup city;100;0;0;0;0
WA;Latah town;88.5;0;2.7;0.5;6
TX;Latexo city;82.9;7.8;0.3;0.3;12.7
KS;Latham city;96.4;0;1.4;0;2.2
IL;Latham village;98.9;0;0.3;0;0.3
CA;Lathrop city;41.1;7.2;1.3;22;42.6
MO;Lathrop city;95.2;1.2;1.2;0.4;1.2
MI;Lathrup Village city;34.6;61.2;0.1;0.6;1.5
MS;Latimer CDP;88.3;4.4;0.5;3.1;3.5
IA;Latimer city;91.5;0.2;0.4;0.2;20.1
KS;Latimer city;100;0;0;0;0
CA;Laton CDP;54.9;0.2;0.7;0.5;76.4
PA;Latrobe city;97.5;0.8;0.1;0.6;0.7
SC;Latta town;59.2;38.4;0.4;0.1;1.2
PA;Lattimer CDP;96.2;2;0;0.2;1.6
NC;Lattimore town;94.7;3.1;0;0.6;3.1
NY;Lattingtown village;95.1;0.5;0;2.7;2.4
OH;Latty village;88.6;5.2;3.1;0;3.6
MS;Lauderdale CDP;47.5;51.4;0;0;0.2
MN;Lauderdale city;71.1;5.3;0.3;19.3;3.4
WI;Lauderdale Lakes CDP;98.3;0;0;0.5;3.1
FL;Lauderdale Lakes city;14.2;80.6;0.2;1.2;5.4
FL;Lauderdale-by-the-Sea town;96.3;1.2;0.1;0.8;8.8
FL;Lauderhill city;18.2;75.9;0.3;1.6;7.4
TX;Laughlin AFB CDP;82.6;7.8;0.7;2.5;11
NV;Laughlin CDP;85;3.1;1.2;2.1;13.7
HI;Launiupoko CDP;72.6;0.9;0.3;7.8;10.4
HI;Laupahoehoe CDP;36.5;0.3;0.2;24.4;18.6
OH;Laura village;96.6;1.7;0.4;0.2;1.5
SC;Laurel Bay CDP;66.9;23.9;0.9;1.3;11.1
FL;Laurel CDP;94.3;2.2;0.2;1.1;2.4
NY;Laurel CDP;92;1.7;0;0.4;8.9
VA;Laurel CDP;54.9;30.4;0.4;6.2;11
IA;Laurel city;98.7;0.4;0;0.4;2.1
MD;Laurel city;30.1;48.9;0.4;9.2;15.5
MS;Laurel city;32.4;61.3;0.1;0.7;7.7
MT;Laurel city;95.3;0.4;1.5;0.4;3
NE;Laurel city;96.8;0.2;0.2;0.3;2.4
NC;Laurel Hill CDP;65.2;21.3;10.8;0.5;1.1
VA;Laurel Hill CDP;40.8;19.8;0.3;30.7;8.4
FL;Laurel Hill city;82.1;16;0;0.7;0.6
NY;Laurel Hollow village;89.4;1.5;0.2;7.7;2.3
NJ;Laurel Lake CDP;90.1;3.7;0.3;0.5;6.5
PA;Laurel Mountain borough;99.4;0;0;0.6;0.6
VA;Laurel Park CDP;35.3;61.3;0;1;3.4
NC;Laurel Park town;96.2;1.6;0.1;0.3;2.6
PA;Laurel Run borough;99;0.2;0;0.4;0.8
NJ;Laurel Springs borough;92.9;3.5;0.1;1;3.9
DE;Laurel town;47.3;40.8;1.1;0.9;8.9
IN;Laurel town;98.4;0.2;0.6;0;2.5
PA;Laureldale borough;86.8;2.5;0.4;0.9;16.1
TX;Laureles CDP;79.6;0.1;0.6;0;96.5
PA;Laurelton CDP;99.1;0;0;0.9;0
OH;Laurelville village;97.3;0;0.4;0.6;0.4
NJ;Laurence Harbor CDP;80.2;5.9;0.3;8.1;11
IA;Laurens city;97.5;0.3;0.4;0.3;1.4
SC;Laurens city;52.5;42.8;0.3;0.3;5.7
NY;Laurens village;97.3;0;0;0.4;3.4
MO;Laurie city;97.8;0.2;0.3;0;0.6
WA;Laurier CDP;0;0;0;0;0
NC;Laurinburg city;43;46.8;6.1;1;2
MI;Laurium village;96.6;0.7;0.7;0.1;1.2
PA;Laurys Station CDP;95.3;1.4;0.2;1.3;4.3
ID;Lava Hot Springs city;97.5;0.2;0.2;0;4.2
AR;Lavaca city;94;0.3;2.3;0.4;2.2
WV;Lavalette CDP;98.4;0.3;0.1;0;0.9
NJ;Lavallette borough;97.9;0.1;0;0.5;3
PA;Lavelle CDP;98.9;0;0.1;0.1;0.7
OK;Laverne town;81;0.1;0.7;0.1;23.1
MT;Lavina town;89.3;0;0.5;1.6;3.7
TX;Lavon city;85.9;6.9;0.8;1.7;11.3
GA;Lavonia city;67.2;24.3;0.4;0.5;10.7
HI;Lawai CDP;39.9;0.3;0.6;24.4;12.7
IA;Lawler city;92.7;0.2;0;0;8.9
TX;Lawn town;91.7;0;0;0.3;15
CA;Lawndale city;43.6;10.1;0.9;10;61
NC;Lawndale town;79.2;15.3;0;0.2;4.8
NJ;Lawnside borough;4.2;88.8;0.6;1.4;4.4
PA;Lawnton CDP;69.9;18.8;0.3;4.3;7
PA;Lawrence CDP;89.6;6.1;0.6;0.9;0.4
IN;Lawrence city;63.2;25.8;0.4;1.4;11.2
KS;Lawrence city;82;4.7;3.1;4.5;5.7
MA;Lawrence city;42.8;7.6;1.3;2.5;73.8
OK;Lawrence Creek town;91.3;0;6.7;0;4.7
PA;Lawrence Park CDP;96.1;1.9;0.2;0.2;1.9
MI;Lawrence village;79.4;1.4;0.6;0.1;27.2
NE;Lawrence village;99;0;0;0.3;0
NY;Lawrence village;95.6;1.3;0;1.7;2.9
IN;Lawrenceburg city;93.5;3;0.3;0.8;1.2
KY;Lawrenceburg city;93.3;3.2;0.2;0.8;1.9
TN;Lawrenceburg city;90.9;4.5;0.5;0.5;3.1
PA;Lawrenceville borough;98.1;0.5;0.7;0;1
NJ;Lawrenceville CDP;85.2;4;0.1;7.8;4.3
GA;Lawrenceville city;48;32;0.6;5.7;22.3
IL;Lawrenceville city;96;1.5;0.3;0.3;1.5
VA;Lawrenceville town;19.7;76.9;0.2;0.6;1.8
MO;Lawson city;97.4;0.1;0.7;0.2;1.1
PA;Lawson Heights CDP;98.1;0.2;0;1;0.5
LA;Lawtell CDP;46.4;49.6;0.2;0.2;2.4
FL;Lawtey city;60.7;35.9;0.4;0.4;2.1
IA;Lawton city;98.8;0.2;0.1;0.2;0.4
ND;Lawton city;100;0;0;0;0
OK;Lawton city;60.3;21.4;4.7;2.6;12.6
